"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"FRA","PENSIONEXP","PUB","PC_GDP","A","1982",9.713,
"FRA","PENSIONEXP","PUB","PC_GDP","A","1983",9.883,
"FRA","PENSIONEXP","PUB","PC_GDP","A","1984",10.108,
"FRA","PENSIONEXP","PUB","PC_GDP","A","1985",10.298,
"FRA","PENSIONEXP","PUB","PC_GDP","A","1986",10.271,
"FRA","PENSIONEXP","PUB","PC_GDP","A","1987",10.288,
"FRA","PENSIONEXP","PUB","PC_GDP","A","1988",10.364,
"FRA","PENSIONEXP","PUB","PC_GDP","A","1989",9.845,
"FRA","PENSIONEXP","PUB","PC_GDP","A","1990",10.42,
"FRA","PENSIONEXP","PUB","PC_GDP","A","1991",10.69,
"FRA","PENSIONEXP","PUB","PC_GDP","A","1992",11.012,
"FRA","PENSIONEXP","PUB","PC_GDP","A","1993",11.5,
"FRA","PENSIONEXP","PUB","PC_GDP","A","1994",11.625,
"FRA","PENSIONEXP","PUB","PC_GDP","A","1995",11.801,
"FRA","PENSIONEXP","PUB","PC_GDP","A","1996",11.934,
"FRA","PENSIONEXP","PUB","PC_GDP","A","1997",11.916,
"FRA","PENSIONEXP","PUB","PC_GDP","A","1998",11.777,
"FRA","PENSIONEXP","PUB","PC_GDP","A","1999",11.774,
"FRA","PENSIONEXP","PUB","PC_GDP","A","2000",11.482,
"FRA","PENSIONEXP","PUB","PC_GDP","A","2001",11.476,
"FRA","PENSIONEXP","PUB","PC_GDP","A","2002",11.622,
"FRA","PENSIONEXP","PUB","PC_GDP","A","2003",11.79,
"FRA","PENSIONEXP","PUB","PC_GDP","A","2004",11.84,
"FRA","PENSIONEXP","PUB","PC_GDP","A","2005",12.021,
"FRA","PENSIONEXP","PUB","PC_GDP","A","2006",11.797,
"FRA","PENSIONEXP","PUB","PC_GDP","A","2007",11.889,
"FRA","PENSIONEXP","PUB","PC_GDP","A","2008",12.179,
"FRA","PENSIONEXP","PUB","PC_GDP","A","2009",13.093,
"FRA","PENSIONEXP","PUB","PC_GDP","A","2010",13.18,
"FRA","PENSIONEXP","PUB","PC_GDP","A","2011",13.299,
"FRA","PENSIONEXP","PUB","PC_GDP","A","2012",13.566,
"FRA","PENSIONEXP","PUB","PC_GDP","A","2013",13.796,
"FRA","PENSIONEXP","PUB","PC_GDP","A","2014",13.87,
"FRA","PENSIONEXP","PUB","PC_GDP","A","2015",13.798,
"FRA","PENSIONEXP","PUB","PC_GDP","A","2016",13.803,
"FRA","PENSIONEXP","PUB","PC_GDP","A","2017",13.641,
"FRA","PENSIONEXP","PUB","PC_GDP","A","2018",13.596,
"DEU","PENSIONEXP","PRIV","PC_GDP","A","1995",0.09218951013011,
"DEU","PENSIONEXP","PRIV","PC_GDP","A","1996",0.09145034058566,
"DEU","PENSIONEXP","PRIV","PC_GDP","A","1997",0.09802879545621,
"DEU","PENSIONEXP","PRIV","PC_GDP","A","1998",0.10295215174674,
"DEU","PENSIONEXP","PRIV","PC_GDP","A","1999",0.11336451292247,
"DEU","PENSIONEXP","PRIV","PC_GDP","A","2000",0.11787282424242,
"DEU","PENSIONEXP","PRIV","PC_GDP","A","2001",0.11969597797969,
"DEU","PENSIONEXP","PRIV","PC_GDP","A","2002",0.12577629974706,
"DEU","PENSIONEXP","PRIV","PC_GDP","A","2003",0.13098396162003,
"DEU","PENSIONEXP","PRIV","PC_GDP","A","2004",0.13366277425172,
"DEU","PENSIONEXP","PRIV","PC_GDP","A","2005",0.13609436658495,
"DEU","PENSIONEXP","PRIV","PC_GDP","A","2006",0.13747966525232,
"DEU","PENSIONEXP","PRIV","PC_GDP","A","2007",0.14234958292493,
"DEU","PENSIONEXP","PRIV","PC_GDP","A","2008",0.1440724291083,
"DEU","PENSIONEXP","PRIV","PC_GDP","A","2009",0.27521260842366,
"DEU","PENSIONEXP","PRIV","PC_GDP","A","2010",0.18980019084386,
"DEU","PENSIONEXP","PRIV","PC_GDP","A","2011",0.19031564294094,
"DEU","PENSIONEXP","PRIV","PC_GDP","A","2012",0.19651901923644,
"DEU","PENSIONEXP","PRIV","PC_GDP","A","2013",0.20086017703239,
"DEU","PENSIONEXP","PRIV","PC_GDP","A","2014",0.21832011265854,
"DEU","PENSIONEXP","PRIV","PC_GDP","A","2015",0.2126459761151,
"DEU","PENSIONEXP","PRIV","PC_GDP","A","2016",0.21937194153263,
"DEU","PENSIONEXP","PRIV","PC_GDP","A","2017",0.21892989630137,
"DEU","PENSIONEXP","PRIV","PC_GDP","A","2018",0.24311075876076,
"DEU","PENSIONEXP","PRIV","PC_GDP","A","2019",0.3255560194049,
"DEU","PENSIONEXP","PRIV","PC_GDP","A","2020",0.25166262813432,
"DEU","PENSIONEXP","PUB","PC_GDP","A","1980",10.385,
"DEU","PENSIONEXP","PUB","PC_GDP","A","1981",10.409,
"DEU","PENSIONEXP","PUB","PC_GDP","A","1982",10.54,
"DEU","PENSIONEXP","PUB","PC_GDP","A","1983",10.475,
"DEU","PENSIONEXP","PUB","PC_GDP","A","1984",10.405,
"DEU","PENSIONEXP","PUB","PC_GDP","A","1985",10.288,
"DEU","PENSIONEXP","PUB","PC_GDP","A","1986",10.147,
"DEU","PENSIONEXP","PUB","PC_GDP","A","1987",10.306,
"DEU","PENSIONEXP","PUB","PC_GDP","A","1988",10.209,
"DEU","PENSIONEXP","PUB","PC_GDP","A","1989",9.92,
"DEU","PENSIONEXP","PUB","PC_GDP","A","1990",9.468,
"DEU","PENSIONEXP","PUB","PC_GDP","A","1991",9.141,
"DEU","PENSIONEXP","PUB","PC_GDP","A","1992",9.502,
"DEU","PENSIONEXP","PUB","PC_GDP","A","1993",9.829,
"DEU","PENSIONEXP","PUB","PC_GDP","A","1994",10.054,
"DEU","PENSIONEXP","PUB","PC_GDP","A","1995",10.336,
"DEU","PENSIONEXP","PUB","PC_GDP","A","1996",10.527,
"DEU","PENSIONEXP","PUB","PC_GDP","A","1997",10.66,
"DEU","PENSIONEXP","PUB","PC_GDP","A","1998",10.755,
"DEU","PENSIONEXP","PUB","PC_GDP","A","1999",10.78,
"DEU","PENSIONEXP","PUB","PC_GDP","A","2000",10.883,
"DEU","PENSIONEXP","PUB","PC_GDP","A","2001",10.93,
"DEU","PENSIONEXP","PUB","PC_GDP","A","2002",11.161,
"DEU","PENSIONEXP","PUB","PC_GDP","A","2003",11.34,
"DEU","PENSIONEXP","PUB","PC_GDP","A","2004",11.204,
"DEU","PENSIONEXP","PUB","PC_GDP","A","2005",11.173,
"DEU","PENSIONEXP","PUB","PC_GDP","A","2006",10.785,
"DEU","PENSIONEXP","PUB","PC_GDP","A","2007",10.373,
"DEU","PENSIONEXP","PUB","PC_GDP","A","2008",10.348,
"DEU","PENSIONEXP","PUB","PC_GDP","A","2009",11.046,
"DEU","PENSIONEXP","PUB","PC_GDP","A","2010",10.713,
"DEU","PENSIONEXP","PUB","PC_GDP","A","2011",10.27,
"DEU","PENSIONEXP","PUB","PC_GDP","A","2012",10.265,
"DEU","PENSIONEXP","PUB","PC_GDP","A","2013",10.173,
"DEU","PENSIONEXP","PUB","PC_GDP","A","2014",10.076,
"DEU","PENSIONEXP","PUB","PC_GDP","A","2015",10.147,
"DEU","PENSIONEXP","PUB","PC_GDP","A","2016",10.188,
"DEU","PENSIONEXP","PUB","PC_GDP","A","2017",10.202,
"GRC","PENSIONEXP","PRIV","PC_GDP","A","2007",0.00036189066069,
"GRC","PENSIONEXP","PRIV","PC_GDP","A","2008",0.00104480182044,
"GRC","PENSIONEXP","PRIV","PC_GDP","A","2009",0.00071350621324,
"GRC","PENSIONEXP","PRIV","PC_GDP","A","2010",0.00141216449922,
"GRC","PENSIONEXP","PRIV","PC_GDP","A","2011",0.00218877754087,
"GRC","PENSIONEXP","PRIV","PC_GDP","A","2012",0.00262838499839,
"GRC","PENSIONEXP","PRIV","PC_GDP","A","2013",0.04437652083523,
"GRC","PENSIONEXP","PRIV","PC_GDP","A","2014",0.06154194071462,
"GRC","PENSIONEXP","PUB","PC_GDP","A","1980",5.167,
"GRC","PENSIONEXP","PUB","PC_GDP","A","1981",5.709,
"GRC","PENSIONEXP","PUB","PC_GDP","A","1982",7.253,
"GRC","PENSIONEXP","PUB","PC_GDP","A","1983",7.318,
"GRC","PENSIONEXP","PUB","PC_GDP","A","1984",7.867,
"GRC","PENSIONEXP","PUB","PC_GDP","A","1985",8.278,
"GRC","PENSIONEXP","PUB","PC_GDP","A","1986",8.344,
"GRC","PENSIONEXP","PUB","PC_GDP","A","1987",8.701,
"GRC","PENSIONEXP","PUB","PC_GDP","A","1988",8.491,
"GRC","PENSIONEXP","PUB","PC_GDP","A","1989",8.833,
"GRC","PENSIONEXP","PUB","PC_GDP","A","1990",9.48,
"GRC","PENSIONEXP","PUB","PC_GDP","A","1991",8.919,
"GRC","PENSIONEXP","PUB","PC_GDP","A","1992",8.879,
"GRC","PENSIONEXP","PUB","PC_GDP","A","1993",9.159,
"GRC","PENSIONEXP","PUB","PC_GDP","A","1994",9.066,
"GRC","PENSIONEXP","PUB","PC_GDP","A","1995",9.204,
"GRC","PENSIONEXP","PUB","PC_GDP","A","1996",9.534,
"GRC","PENSIONEXP","PUB","PC_GDP","A","1997",9.562,
"GRC","PENSIONEXP","PUB","PC_GDP","A","1998",10.164,
"GRC","PENSIONEXP","PUB","PC_GDP","A","1999",10.333,
"GRC","PENSIONEXP","PUB","PC_GDP","A","2000",10.153,
"GRC","PENSIONEXP","PUB","PC_GDP","A","2001",10.562,
"GRC","PENSIONEXP","PUB","PC_GDP","A","2002",10.457,
"GRC","PENSIONEXP","PUB","PC_GDP","A","2003",10.301,
"GRC","PENSIONEXP","PUB","PC_GDP","A","2004",10.561,
"GRC","PENSIONEXP","PUB","PC_GDP","A","2005",11.36,
"GRC","PENSIONEXP","PUB","PC_GDP","A","2006",11.336,
"GRC","PENSIONEXP","PUB","PC_GDP","A","2007",11.644,
"GRC","PENSIONEXP","PUB","PC_GDP","A","2008",12.473,
"GRC","PENSIONEXP","PUB","PC_GDP","A","2009",13.531,
"GRC","PENSIONEXP","PUB","PC_GDP","A","2010",14.198,
"GRC","PENSIONEXP","PUB","PC_GDP","A","2011",15.846,
"GRC","PENSIONEXP","PUB","PC_GDP","A","2012",17.088,
"GRC","PENSIONEXP","PUB","PC_GDP","A","2013",15.995,
"GRC","PENSIONEXP","PUB","PC_GDP","A","2014",16.414,
"GRC","PENSIONEXP","PUB","PC_GDP","A","2015",16.775,
"GRC","PENSIONEXP","PUB","PC_GDP","A","2016",16.653,
"GRC","PENSIONEXP","PUB","PC_GDP","A","2017",15.488,
"HUN","PENSIONEXP","PRIV","PC_GDP","A","2001",0.07792865631514,
"HUN","PENSIONEXP","PRIV","PC_GDP","A","2002",0.08992550071674,
"HUN","PENSIONEXP","PRIV","PC_GDP","A","2003",0.08588266603031,
"HUN","PENSIONEXP","PRIV","PC_GDP","A","2004",0.13555043191406,
"HUN","PENSIONEXP","PRIV","PC_GDP","A","2005",0.14709189135492,
"HUN","PENSIONEXP","PRIV","PC_GDP","A","2006",0.13670461939952,
"HUN","PENSIONEXP","PRIV","PC_GDP","A","2007",0.17847512325122,
"HUN","PENSIONEXP","PRIV","PC_GDP","A","2008",0.21046879446265,
"HUN","PENSIONEXP","PRIV","PC_GDP","A","2009",0.20031548555113,
"HUN","PENSIONEXP","PRIV","PC_GDP","A","2010",0.15748607499398,
"HUN","PENSIONEXP","PRIV","PC_GDP","A","2011",0.21209696991046,
"HUN","PENSIONEXP","PRIV","PC_GDP","A","2012",0.18756292980691,
"HUN","PENSIONEXP","PRIV","PC_GDP","A","2013",0.08258692703952,
"HUN","PENSIONEXP","PRIV","PC_GDP","A","2014",0.06521567962889,
"HUN","PENSIONEXP","PRIV","PC_GDP","A","2015",0.07419511340211,
"HUN","PENSIONEXP","PRIV","PC_GDP","A","2016",0.09079167670447,
"HUN","PENSIONEXP","PRIV","PC_GDP","A","2017",0.07771455873218,
"HUN","PENSIONEXP","PRIV","PC_GDP","A","2018",0.10495721453525,
"HUN","PENSIONEXP","PRIV","PC_GDP","A","2019",0.14682049191554,
"HUN","PENSIONEXP","PRIV","PC_GDP","A","2020",0.10804027315571,
"HUN","PENSIONEXP","PUB","PC_GDP","A","1999",7.669,
"HUN","PENSIONEXP","PUB","PC_GDP","A","2000",7.447,
"HUN","PENSIONEXP","PUB","PC_GDP","A","2001",7.434,
"HUN","PENSIONEXP","PUB","PC_GDP","A","2002",7.945,
"HUN","PENSIONEXP","PUB","PC_GDP","A","2003",7.844,
"HUN","PENSIONEXP","PUB","PC_GDP","A","2004",7.928,
"HUN","PENSIONEXP","PUB","PC_GDP","A","2005",8.333,
"HUN","PENSIONEXP","PUB","PC_GDP","A","2006",8.528,
"HUN","PENSIONEXP","PUB","PC_GDP","A","2007",9,
"HUN","PENSIONEXP","PUB","PC_GDP","A","2008",9.455,
"HUN","PENSIONEXP","PUB","PC_GDP","A","2009",9.583,
"HUN","PENSIONEXP","PUB","PC_GDP","A","2010",9.559,
"HUN","PENSIONEXP","PUB","PC_GDP","A","2011",9.715,
"HUN","PENSIONEXP","PUB","PC_GDP","A","2012",10.359,
"HUN","PENSIONEXP","PUB","PC_GDP","A","2013",10.21,
"HUN","PENSIONEXP","PUB","PC_GDP","A","2014",9.523,
"HUN","PENSIONEXP","PUB","PC_GDP","A","2015",9.051,
"HUN","PENSIONEXP","PUB","PC_GDP","A","2016",8.884,
"HUN","PENSIONEXP","PUB","PC_GDP","A","2017",8.541,
"HUN","PENSIONEXP","PUB","PC_GDP","A","2018",8.182,
"ISL","PENSIONEXP","PRIV","PC_GDP","A","2001",2.7885642480915,
"ISL","PENSIONEXP","PRIV","PC_GDP","A","2002",3.022923883156,
"ISL","PENSIONEXP","PRIV","PC_GDP","A","2003",3.2868238788235,
"ISL","PENSIONEXP","PRIV","PC_GDP","A","2004",3.2467613701481,
"ISL","PENSIONEXP","PRIV","PC_GDP","A","2005",3.3285260246283,
"ISL","PENSIONEXP","PRIV","PC_GDP","A","2006",3.3804924719041,
"ISL","PENSIONEXP","PRIV","PC_GDP","A","2007",3.4172498951704,
"ISL","PENSIONEXP","PRIV","PC_GDP","A","2008",3.5273033097832,
"ISL","PENSIONEXP","PRIV","PC_GDP","A","2009",5.8620599845562,
"ISL","PENSIONEXP","PRIV","PC_GDP","A","2010",4.9914723516165,
"ISL","PENSIONEXP","PRIV","PC_GDP","A","2011",5.773739343728,
"ISL","PENSIONEXP","PRIV","PC_GDP","A","2012",5.2327176549348,
"ISL","PENSIONEXP","PRIV","PC_GDP","A","2013",4.9960771302844,
"ISL","PENSIONEXP","PRIV","PC_GDP","A","2014",5.384210831597,
"ISL","PENSIONEXP","PRIV","PC_GDP","A","2015",5.1007820879896,
"ISL","PENSIONEXP","PRIV","PC_GDP","A","2016",7.1548466474768,
"ISL","PENSIONEXP","PRIV","PC_GDP","A","2017",5.5353992087551,
"ISL","PENSIONEXP","PRIV","PC_GDP","A","2018",5.6071800330343,
"ISL","PENSIONEXP","PRIV","PC_GDP","A","2019",5.8190244514178,
"ISL","PENSIONEXP","PRIV","PC_GDP","A","2020",7.4000569476922,
"ISL","PENSIONEXP","PUB","PC_GDP","A","1990",2.186,
"ISL","PENSIONEXP","PUB","PC_GDP","A","1991",2.298,
"ISL","PENSIONEXP","PUB","PC_GDP","A","1992",2.357,
"ISL","PENSIONEXP","PUB","PC_GDP","A","1993",2.426,
"ISL","PENSIONEXP","PUB","PC_GDP","A","1994",2.341,
"ISL","PENSIONEXP","PUB","PC_GDP","A","1995",2.356,
"ISL","PENSIONEXP","PUB","PC_GDP","A","1996",2.264,
"ISL","PENSIONEXP","PUB","PC_GDP","A","1997",2.212,
"ISL","PENSIONEXP","PUB","PC_GDP","A","1998",2.144,
"ISL","PENSIONEXP","PUB","PC_GDP","A","1999",2.137,
"ISL","PENSIONEXP","PUB","PC_GDP","A","2000",2.08,
"ISL","PENSIONEXP","PUB","PC_GDP","A","2001",1.984,
"ISL","PENSIONEXP","PUB","PC_GDP","A","2002",2.053,
"ISL","PENSIONEXP","PUB","PC_GDP","A","2003",2.225,
"ISL","PENSIONEXP","PUB","PC_GDP","A","2004",2.025,
"ISL","PENSIONEXP","PUB","PC_GDP","A","2005",1.919,
"ISL","PENSIONEXP","PUB","PC_GDP","A","2006",1.759,
"ISL","PENSIONEXP","PUB","PC_GDP","A","2007",1.8,
"ISL","PENSIONEXP","PUB","PC_GDP","A","2008",1.721,
"ISL","PENSIONEXP","PUB","PC_GDP","A","2009",1.609,
"ISL","PENSIONEXP","PUB","PC_GDP","A","2010",1.533,
"ISL","PENSIONEXP","PUB","PC_GDP","A","2011",1.979,
"ISL","PENSIONEXP","PUB","PC_GDP","A","2012",1.96,
"ISL","PENSIONEXP","PUB","PC_GDP","A","2013",1.951,
"ISL","PENSIONEXP","PUB","PC_GDP","A","2014",2.094,
"ISL","PENSIONEXP","PUB","PC_GDP","A","2015",2.02,
"ISL","PENSIONEXP","PUB","PC_GDP","A","2016",2.108,
"ISL","PENSIONEXP","PUB","PC_GDP","A","2017",2.641,
"IRL","PENSIONEXP","PUB","PC_GDP","A","1980",5.018,
"IRL","PENSIONEXP","PUB","PC_GDP","A","1981",5.205,
"IRL","PENSIONEXP","PUB","PC_GDP","A","1982",5.588,
"IRL","PENSIONEXP","PUB","PC_GDP","A","1983",5.672,
"IRL","PENSIONEXP","PUB","PC_GDP","A","1984",5.529,
"IRL","PENSIONEXP","PUB","PC_GDP","A","1985",5.402,
"IRL","PENSIONEXP","PUB","PC_GDP","A","1986",5.434,
"IRL","PENSIONEXP","PUB","PC_GDP","A","1987",5.366,
"IRL","PENSIONEXP","PUB","PC_GDP","A","1988",5.14,
"IRL","PENSIONEXP","PUB","PC_GDP","A","1989",4.784,
"IRL","PENSIONEXP","PUB","PC_GDP","A","1990",4.752,
"IRL","PENSIONEXP","PUB","PC_GDP","A","1991",4.897,
"IRL","PENSIONEXP","PUB","PC_GDP","A","1992",4.898,
"IRL","PENSIONEXP","PUB","PC_GDP","A","1993",4.8,
"IRL","PENSIONEXP","PUB","PC_GDP","A","1994",4.626,
"IRL","PENSIONEXP","PUB","PC_GDP","A","1995",4.255,
"IRL","PENSIONEXP","PUB","PC_GDP","A","1996",3.938,
"IRL","PENSIONEXP","PUB","PC_GDP","A","1997",3.628,
"IRL","PENSIONEXP","PUB","PC_GDP","A","1998",3.405,
"IRL","PENSIONEXP","PUB","PC_GDP","A","1999",3.159,
"IRL","PENSIONEXP","PUB","PC_GDP","A","2000",2.88,
"IRL","PENSIONEXP","PUB","PC_GDP","A","2001",2.938,
"IRL","PENSIONEXP","PUB","PC_GDP","A","2002",3.005,
"IRL","PENSIONEXP","PUB","PC_GDP","A","2003",3.048,
"IRL","PENSIONEXP","PUB","PC_GDP","A","2004",3.136,
"IRL","PENSIONEXP","PUB","PC_GDP","A","2005",3.133,
"IRL","PENSIONEXP","PUB","PC_GDP","A","2006",3.179,
"IRL","PENSIONEXP","PUB","PC_GDP","A","2007",3.342,
"IRL","PENSIONEXP","PUB","PC_GDP","A","2008",3.878,
"IRL","PENSIONEXP","PUB","PC_GDP","A","2009",4.722,
"IRL","PENSIONEXP","PUB","PC_GDP","A","2010",4.841,
"IRL","PENSIONEXP","PUB","PC_GDP","A","2011",4.927,
"IRL","PENSIONEXP","PUB","PC_GDP","A","2012",5.021,
"IRL","PENSIONEXP","PUB","PC_GDP","A","2013",4.896,
"IRL","PENSIONEXP","PUB","PC_GDP","A","2014",4.575,
"IRL","PENSIONEXP","PUB","PC_GDP","A","2015",3.555,
"IRL","PENSIONEXP","PUB","PC_GDP","A","2016",3.911,
"IRL","PENSIONEXP","PUB","PC_GDP","A","2017",3.715,
"ITA","PENSIONEXP","PRIV","PC_GDP","A","2001",0.18205735778639,
"ITA","PENSIONEXP","PRIV","PC_GDP","A","2002",0.15656404856876,
"ITA","PENSIONEXP","PRIV","PC_GDP","A","2003",0.23741924030317,
"ITA","PENSIONEXP","PRIV","PC_GDP","A","2004",0.2129951788288,
"ITA","PENSIONEXP","PRIV","PC_GDP","A","2005",0.19109207773477,
"ITA","PENSIONEXP","PRIV","PC_GDP","A","2006",0.23617575763251,
"ITA","PENSIONEXP","PRIV","PC_GDP","A","2007",0.20673209508151,
"ITA","PENSIONEXP","PRIV","PC_GDP","A","2008",0.28075155398298,
"ITA","PENSIONEXP","PRIV","PC_GDP","A","2009",0.23459980594072,
"ITA","PENSIONEXP","PRIV","PC_GDP","A","2010",0.24488713784028,
"ITA","PENSIONEXP","PRIV","PC_GDP","A","2011",0.2293826610472,
"ITA","PENSIONEXP","PRIV","PC_GDP","A","2012",0.27361093891208,
"ITA","PENSIONEXP","PRIV","PC_GDP","A","2013",0.3056063262823,
"ITA","PENSIONEXP","PRIV","PC_GDP","A","2014",0.29066017715559,
"ITA","PENSIONEXP","PRIV","PC_GDP","A","2015",0.3557999341531,
"ITA","PENSIONEXP","PRIV","PC_GDP","A","2016",0.33990133665388,
"ITA","PENSIONEXP","PRIV","PC_GDP","A","2017",0.36450686654926,
"ITA","PENSIONEXP","PRIV","PC_GDP","A","2018",0.40398039804364,
"ITA","PENSIONEXP","PRIV","PC_GDP","A","2019",0.3996454378884,
"ITA","PENSIONEXP","PRIV","PC_GDP","A","2020",0.39834223271094,
"ITA","PENSIONEXP","PUB","PC_GDP","A","1980",8.536,
"ITA","PENSIONEXP","PUB","PC_GDP","A","1981",9.426,
"ITA","PENSIONEXP","PUB","PC_GDP","A","1982",9.812,
"ITA","PENSIONEXP","PUB","PC_GDP","A","1983",10.516,
"ITA","PENSIONEXP","PUB","PC_GDP","A","1984",10.376,
"ITA","PENSIONEXP","PUB","PC_GDP","A","1985",10.737,
"ITA","PENSIONEXP","PUB","PC_GDP","A","1986",10.991,
"ITA","PENSIONEXP","PUB","PC_GDP","A","1987",10.986,
"ITA","PENSIONEXP","PUB","PC_GDP","A","1988",10.953,
"ITA","PENSIONEXP","PUB","PC_GDP","A","1989",11.128,
"ITA","PENSIONEXP","PUB","PC_GDP","A","1990",11.336,
"ITA","PENSIONEXP","PUB","PC_GDP","A","1991",11.64,
"ITA","PENSIONEXP","PUB","PC_GDP","A","1992",12.415,
"ITA","PENSIONEXP","PUB","PC_GDP","A","1993",12.811,
"ITA","PENSIONEXP","PUB","PC_GDP","A","1994",13.131,
"ITA","PENSIONEXP","PUB","PC_GDP","A","1995",13.05,
"ITA","PENSIONEXP","PUB","PC_GDP","A","1996",13.344,
"ITA","PENSIONEXP","PUB","PC_GDP","A","1997",13.754,
"ITA","PENSIONEXP","PUB","PC_GDP","A","1998",13.564,
"ITA","PENSIONEXP","PUB","PC_GDP","A","1999",13.761,
"ITA","PENSIONEXP","PUB","PC_GDP","A","2000",13.465,
"ITA","PENSIONEXP","PUB","PC_GDP","A","2001",13.296,
"ITA","PENSIONEXP","PUB","PC_GDP","A","2002",13.418,
"ITA","PENSIONEXP","PUB","PC_GDP","A","2003",13.537,
"ITA","PENSIONEXP","PUB","PC_GDP","A","2004",13.58,
"ITA","PENSIONEXP","PUB","PC_GDP","A","2005",13.665,
"ITA","PENSIONEXP","PUB","PC_GDP","A","2006",13.648,
"ITA","PENSIONEXP","PUB","PC_GDP","A","2007",13.771,
"ITA","PENSIONEXP","PUB","PC_GDP","A","2008",14.198,
"ITA","PENSIONEXP","PUB","PC_GDP","A","2009",15.208,
"ITA","PENSIONEXP","PUB","PC_GDP","A","2010",15.377,
"ITA","PENSIONEXP","PUB","PC_GDP","A","2011",15.377,
"ITA","PENSIONEXP","PUB","PC_GDP","A","2012",15.794,
"ITA","PENSIONEXP","PUB","PC_GDP","A","2013",16.24,
"ITA","PENSIONEXP","PUB","PC_GDP","A","2014",16.154,
"ITA","PENSIONEXP","PUB","PC_GDP","A","2015",16.159,
"ITA","PENSIONEXP","PUB","PC_GDP","A","2016",15.781,
"ITA","PENSIONEXP","PUB","PC_GDP","A","2017",15.64,
"JPN","PENSIONEXP","PUB","PC_GDP","A","1980",3.73,
"JPN","PENSIONEXP","PUB","PC_GDP","A","1981",4.019,
"JPN","PENSIONEXP","PUB","PC_GDP","A","1982",4.244,
"JPN","PENSIONEXP","PUB","PC_GDP","A","1983",4.365,
"JPN","PENSIONEXP","PUB","PC_GDP","A","1984",4.416,
"JPN","PENSIONEXP","PUB","PC_GDP","A","1985",4.549,
"JPN","PENSIONEXP","PUB","PC_GDP","A","1986",4.808,
"JPN","PENSIONEXP","PUB","PC_GDP","A","1987",4.856,
"JPN","PENSIONEXP","PUB","PC_GDP","A","1988",4.764,
"JPN","PENSIONEXP","PUB","PC_GDP","A","1989",4.753,
"JPN","PENSIONEXP","PUB","PC_GDP","A","1990",4.718,
"JPN","PENSIONEXP","PUB","PC_GDP","A","1991",4.752,
"JPN","PENSIONEXP","PUB","PC_GDP","A","1992",4.999,
"JPN","PENSIONEXP","PUB","PC_GDP","A","1993",5.282,
"JPN","PENSIONEXP","PUB","PC_GDP","A","1994",5.561,
"JPN","PENSIONEXP","PUB","PC_GDP","A","1995",5.873,
"JPN","PENSIONEXP","PUB","PC_GDP","A","1996",5.978,
"JPN","PENSIONEXP","PUB","PC_GDP","A","1997",6.164,
"JPN","PENSIONEXP","PUB","PC_GDP","A","1998",6.561,
"JPN","PENSIONEXP","PUB","PC_GDP","A","1999",6.85,
"JPN","PENSIONEXP","PUB","PC_GDP","A","2000",7.002,
"JPN","PENSIONEXP","PUB","PC_GDP","A","2001",7.291,
"JPN","PENSIONEXP","PUB","PC_GDP","A","2002",7.587,
"JPN","PENSIONEXP","PUB","PC_GDP","A","2003",7.773,
"JPN","PENSIONEXP","PUB","PC_GDP","A","2004",7.931,
"JPN","PENSIONEXP","PUB","PC_GDP","A","2005",8.084,
"JPN","PENSIONEXP","PUB","PC_GDP","A","2006",8.202,
"JPN","PENSIONEXP","PUB","PC_GDP","A","2007",8.35,
"JPN","PENSIONEXP","PUB","PC_GDP","A","2008",8.826,
"JPN","PENSIONEXP","PUB","PC_GDP","A","2009",9.605,
"JPN","PENSIONEXP","PUB","PC_GDP","A","2010",9.605,
"JPN","PENSIONEXP","PUB","PC_GDP","A","2011",9.715,
"JPN","PENSIONEXP","PUB","PC_GDP","A","2012",9.781,
"JPN","PENSIONEXP","PUB","PC_GDP","A","2013",9.726,
"JPN","PENSIONEXP","PUB","PC_GDP","A","2014",9.46,
"JPN","PENSIONEXP","PUB","PC_GDP","A","2015",9.391,
"JPN","PENSIONEXP","PUB","PC_GDP","A","2016",9.375,
"JPN","PENSIONEXP","PUB","PC_GDP","A","2017",9.358,
"KOR","PENSIONEXP","PRIV","PC_GDP","A","2002",0.84777220900697,
"KOR","PENSIONEXP","PRIV","PC_GDP","A","2003",0.86162288930156,
"KOR","PENSIONEXP","PRIV","PC_GDP","A","2004",0.52122624635551,
"KOR","PENSIONEXP","PRIV","PC_GDP","A","2005",0.65453620465315,
"KOR","PENSIONEXP","PRIV","PC_GDP","A","2006",0.76455031563561,
"KOR","PENSIONEXP","PRIV","PC_GDP","A","2007",0.82739903641475,
"KOR","PENSIONEXP","PRIV","PC_GDP","A","2008",0.68162334065554,
"KOR","PENSIONEXP","PRIV","PC_GDP","A","2009",0.96464074915528,
"KOR","PENSIONEXP","PRIV","PC_GDP","A","2010",1.2759688379674,
"KOR","PENSIONEXP","PRIV","PC_GDP","A","2011",1.2275645003964,
"KOR","PENSIONEXP","PRIV","PC_GDP","A","2012",1.6126055248226,
"KOR","PENSIONEXP","PRIV","PC_GDP","A","2013",2.2161378409963,
"KOR","PENSIONEXP","PRIV","PC_GDP","A","2014",2.750426078886,
"KOR","PENSIONEXP","PRIV","PC_GDP","A","2015",3.0477395609152,
